Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1975.645.4,False,False,False,261640,,Photographs,1975,Photograph,"[Soldiers' Encampment, Utah (?)]",,,,,,5543,Artist, ,Charles Roscoe Savage,"American, 1832–1909", ,"Savage, Charles Roscoe",American,1832      ,1909      ,,http://vocab.getty.edu/page/ulan/500005101,https://www.wikidata.org/wiki/Q11723097,1870s–80s,1870,1889,Albumen silver print,,"Gift of A. Hyatt Mayor, 1975",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/261640,,,"Metropolitan Museum of Art, New York, NY",,,
2011.604.1.3709,False,False,True,693312,,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",Late Archaic/Early Classical,,,,,,,,,,,,,,,,,490–470 BCE,-500,-450,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/693312,,,"Metropolitan Museum of Art, New York, NY",,,
24.66.1416(33),False,False,True,395030,,Drawings and Prints,1924,Drawing Ornament & Architecture,"House for Henry Whitney, New Haven, Connecticut (front and side elevations)",,,,,,16181,Artist and architect, ,Alexander Jackson Davis,"American, New York 1803–1892 West Orange, New Jersey", ,"Davis, Alexander Jackson",American,1803      ,1892      ,,http://vocab.getty.edu/page/ulan/500028389,https://www.wikidata.org/wiki/Q433770,1835,1835,1835,"Pen and ink, watercolor, graphite",Sheet: 16 3/4 × 11 7/8 in. (42.6 × 30.1 cm),"Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/395030,,,"Metropolitan Museum of Art, New York, NY",Buildings,http://vocab.getty.edu/page/aat/300004789,https://www.wikidata.org/wiki/Q41176
2011.604.2.1343,False,False,True,737014,,Greek and Roman Art,2011,Skyphos fragment,Terracotta fragment of a skyphos (deep drinking cup),"Greek, Attic",Classical,,,,,,,,,,,,,,,,,third quarter of the 5th century BCE,-530,-300,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/737014,,,"Metropolitan Museum of Art, New York, NY",,,
2011.604.2.664,False,False,True,729179,,Greek and Roman Art,2011,Column-krater fragment,Terracotta fragment of a column-krater (bowl for mixing wine and water),"Greek, Attic",Classical,,,,,,,,,,,,,,,,,460–440 BCE,-530,-400,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/729179,,,"Metropolitan Museum of Art, New York, NY",,,
26.199.112,False,False,False,252680,,Greek and Roman Art,1926,Vase fragment,Vase fragment,"East Greek/Sardis, Lydian",Archaic,,,,,,,,,,,,,,,,,,-800,-480,Terracotta,Overall: 4 3/4 x 1 1/4in. (12.1 x 3.2cm),"Gift of The American Society for the Excavation of Sardis, 1926",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/252680,,,"Metropolitan Museum of Art, New York, NY",,,
64.164.363,False,False,True,669491,,European Sculpture and Decorative Arts,1964,Figure,Joseph,Southern German,,,,,,,,,,,,,,,,,,18th century,1700,1799,Gouache on paper,Height (approximate): 4 in. (10.2 cm),"Gift of Loretta Hines Howard, 1964",,,,,,,,,,,,Paper,,http://www.metmuseum.org/art/collection/search/669491,,,"Metropolitan Museum of Art, New York, NY",Men|Saint Joseph,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000953,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q128267
33.84(2.231),False,False,False,432097,,Drawings and Prints,1933,Print collection ornament & architecture,"A garden path formed by trimmed trees, from Jardins en perspective, plate 5, bound in Oeuvres. Vol. II",,,,,Jardins en perspective,841228412,Artist|Publisher, | ,Jean Le Pautre|Jean Le Pautre,"French, Paris 1618–1682 Paris|French, Paris 1618–1682 Paris", | ,"Le Pautre, Jean|Le Pautre, Jean",French|French,1618      |1618      ,1682      |1682      ,|,http://vocab.getty.edu/page/ulan/500122209|http://vocab.getty.edu/page/ulan/500122209,|,17th century,1633,1682,Etching; first state of two (Préaud),"Sheet: 13 3/8 × 8 7/16 in. (34 × 21.5 cm)
Plate: 5 7/8 × 8 7/8 in. (15 × 22.5 cm)","Harris Brisbane Dick Fund, 1933",,Paris,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/432097,,,"Metropolitan Museum of Art, New York, NY",,,
63.232.57,False,False,True,308465,,"Arts of Africa, Oceania, and the Americas",1963,Bottle,Double Spout Bottle,Topará,,,,,,,,,,,,,,,,,,2nd century BCE–1st century CE,-200,100,Ceramic,H. 7 3/8 × Diam. 8 1/4 in. (18.7 × 21 cm),"Gift of Nathan Cummings, 1963",,,,,Peru,Ica Valley,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/308465,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.244.88-1.26,False,False,False,785052,,Drawings and Prints,1963,Print; ephemera,"Yours In Haste, from the ""Mutt and Jeff"" series (T88), issued with Sweet Caporal Cigarettes by Kinney Brothers Tobacco Company",,,,,,17537620364,Publisher|Artist,Issued by| ,Kinney Brothers Tobacco Company|Rube Goldberg," |American, San Francisco 1883–1970 New York", | ,"Kinney Brothers Tobacco Company|Goldberg, Rube",American|American,1869      |1883      ,2011      |1970      ,|,|http://vocab.getty.edu/page/ulan/500053744,|https://www.wikidata.org/wiki/Q505850,ca. 1910,1905,1915,Commercial lithograph,Sheet: 2 3/4 × 1 1/2 in. (7 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/785052,,,"Metropolitan Museum of Art, New York, NY",,,
83.2.1010,False,False,False,388965,,Drawings and Prints,1883,Print,Frontispiece: Rapin's History of England,,,,,,10111810220,Artist|Publisher, | ,John Goldar|John Harrison,"British, 1729–1795|London", | ,"Goldar, John|Harrison, John",British|British,1729      |1750      ,1795      |1800      ,|,http://vocab.getty.edu/page/ulan/500024630|,https://www.wikidata.org/wiki/Q16859313|,"February 21, 1784",1784,1784,Engraving,sheet: 12 13/16 x 8 11/16 in. (32.5 x 22 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/388965,,,"Metropolitan Museum of Art, New York, NY",,,
89.18.318,False,False,True,443531,,Islamic Art,1889,Textile fragment,Textile Fragment,,,,,,,,,,,,,,,,,,,3rd–4th century,200,399,"Wool, linen; weft loop weave","Max. H. 27 3/4 in. (70.5 cm)
Max. W. 19 1/8 in. (48.5 cm)","Purchase by subscription, 1889",Made in,,,,Egypt,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/443531,,,"Metropolitan Museum of Art, New York, NY",,,
17.3.3114,False,False,True,360627,,Drawings and Prints,1917,Print,Woman with a Wreath of Oak Leaves,,,,,,16239716199,Artist|Etcher,After| ,Martin Schongauer|Wenceslaus Hollar,"German, Colmar ca. 1435/50–1491 Breisach|Bohemian, Prague 1607–1677 London", | ,"Schongauer, Martin|Hollar, Wenceslaus",German|Bohemian,1435      |1607      ,1491      |1677      ,|,http://vocab.getty.edu/page/ulan/500028143|http://vocab.getty.edu/page/ulan/500028368,https://www.wikidata.org/wiki/Q155575|https://www.wikidata.org/wiki/Q448555,1646,1646,1646,Etching; first state of five (probably first state although the print is cut 3 x 3 mm within the platemark so it cannot be determined with certainty),Sheet (clipped impression): 4 7/16 × 3 5/16 in. (11.2 × 8.5cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/360627,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Leaves|Oaks|Wreaths,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300011892| |http://vocab.getty.edu/page/aat/300391223,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q33971|https://www.wikidata.org/wiki/Q3245263|https://www.wikidata.org/wiki/Q1201922
62.635.15,False,False,False,346927,,Drawings and Prints,1962,Book,"E. Butterick & Co's Catalogue, Spring 1874",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,1874,1874,1874,Illustrations: wood engraving,9 7/8 × 7 5/8 × 1/16 in. (25.1 × 19.4 × 0.2 cm),"Gift of Harry G. Friedman, 1962",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346927,,,"Metropolitan Museum of Art, New York, NY",,,
36.27.1(1-35),False,False,False,369237,,Drawings and Prints,1936,Book,"The Riverside Magazine for Young People, Volume II",,,,,,7800016204416475616377894687163897877968021,Publisher|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator|Printer, | | | | | | | ,Hurd and Houghton|John La Farge|William John Hennessy|Thomas Nast|Courtland Hoppin|Felix Octavius Carr Darley|Henry Louis Stephens|Riverside Press,"New York, NY|American, New York 1835–1910 Providence, Rhode Island|Irish, Thomastown, Kilkenny 1839–1917 Rudgwick, Sussex|American (born Germany), Landau 1840–1902 Guayaquil|American, active 19th century|American, Philadelphia, Pennsylvania 1822–1888 Claymont, Delaware|American, Philadelphia, Pennsylvania 1824–1882 Bayonne, New Jersey|Cambridge, Massachusetts", | | | | | | | ,"Hurd and Houghton|La Farge, John|Hennessy, William John|Nast, Thomas|Hoppin, Courtland|Darley, Felix Octavius Carr|Stephens, Henry Louis|Riverside Press"," |American|Irish|American, born Germany|American|American|American|American",1850      |1835      |1839      |1840      |1800      |1822      |1824      |1800      ,1880      |1910      |1917      |1902      |1900      |1888      |1882      |1999      ,|||||||,|http://vocab.getty.edu/page/ulan/500022926|http://vocab.getty.edu/page/ulan/500010342|http://vocab.getty.edu/page/ulan/500026650||http://vocab.getty.edu/page/ulan/500000679|http://vocab.getty.edu/page/ulan/500330282|,|https://www.wikidata.org/wiki/Q3120087|https://www.wikidata.org/wiki/Q2579174|https://www.wikidata.org/wiki/Q214957||https://www.wikidata.org/wiki/Q5423992|https://www.wikidata.org/wiki/Q5725092|,1868,1868,1868,Illustrations: wood engraving,9 13/16 x 7 1/2 in. (25 x 19 cm),"Harris Brisbane Dick Fund, 1936",,,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/369237,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.208.145.3.188,False,False,True,646608,,Drawings and Prints,1963,Photograph,"Card Number 363, Myra Ward, from the Actors and Actresses series (N145-3) issued by Duke Sons & Co. to promote Cross Cut Cigarettes",,,,,,10567,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.", ,"Duke, W. Sons & Co.",American,1870      ,1920      ,,(not assigned),https://www.wikidata.org/wiki/Q66734555,1880s,1880,1889,Albumen photograph,Sheet: 2 11/16 × 1 3/8 in. (6.8 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/646608,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Actresses,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q21169216
25.120.207,False,False,True,473839,,The Cloisters,1925,Statue,Seated Virgin and Child,German,,,,,,,,,,,,,,,,,,second half 14th century,1350,1399,Stone,Overall: 40 3/4 in. (103.5 cm),"The Cloisters Collection, 1925",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/473839,,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699
2005.100.381.2.2,False,False,True,287270,,Photographs,1999,Photograph,The Viravasuntarayan Munapam,,,,,,5503,Artist, ,Linnaeus Tripe,"British, Devonport (Plymouth Dock) 1822–1902 Devonport", ,"Tripe, Linnaeus",British,1822      ,1902      ,,http://vocab.getty.edu/page/ulan/500022352,https://www.wikidata.org/wiki/Q6554574,January–March 1858,1858,1858,Albumen silver print from waxed paper negative,"Image: 29.5 x 37 cm (11 5/8 x 14 9/16 in.)
Mount: 46 x 57.1 cm (18 1/8 x 22 1/2 in.)","Gilman Collection, Purchase, Cynthia Hazen Polsky Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/287270,,,"Metropolitan Museum of Art, New York, NY",Columns|Architecture,http://vocab.getty.edu/page/aat/300001571|http://vocab.getty.edu/page/aat/300263552,https://www.wikidata.org/wiki/Q4817|https://www.wikidata.org/wiki/Q12271
50.602.352,False,False,True,826263,,Drawings and Prints,1950,Cut paper; ephemera,Double sided silhouette portraits of Mr. Sims and a young woman,,,,,,20833,Artist, ,Edgar Adolphe,"British (born France), ca. 1808–1890 Dublin", ,"Adolphe, Edgar","British, born France",1803      ,1890      ,,(not assigned),https://www.wikidata.org/wiki/Q60683270,1830–90,1830,1890,Cut paper with gold highlights on pale green card,Sheet: 4 7/16 × 2 15/16 in. (11.3 × 7.5 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,Cut Paper|Ephemera,,http://www.metmuseum.org/art/collection/search/826263,,,"Metropolitan Museum of Art, New York, NY",,,
37.37.11,False,False,False,345061,,Drawings and Prints,1937,Book,Orlando Furioso,,,,,,770857708616385,Author|Publisher|Author, | |Explanation of vocabulary by,Ludovico Ariosto|Gabriele Giolito de Ferrari|Lodovico Dolce,"Italian, Reggio Emilia 1474–1533 Ferrara|Italian, born Ferrara, active Venice from 1538, died 1578|Italian, Venice 1508–1568 Venice", | | ,"Ariosto, Ludovico|Giolito, Gabriele|Dolce, Lodovico",Italian|Italian|Italian,1474      |1538      |1508      ,1533      |1578      |1568      ,||,http://vocab.getty.edu/page/ulan/500313522|(not assigned)|http://vocab.getty.edu/page/ulan/500316902,https://www.wikidata.org/wiki/Q48900|https://www.wikidata.org/wiki/Q1490296|https://www.wikidata.org/wiki/Q1867806,1543,1543,1543,Printed book with woodcut illustrations,,"Harris Brisbane Dick Fund, 1937",,Venice,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345061,,,"Metropolitan Museum of Art, New York, NY",,,
20.3.12,False,True,True,544258,105,Egyptian Art,1920,"Model, Bakery, brewery, Meketre",Model Bakery and Brewery from the Tomb of Meketre,,Middle Kingdom,Dynasty 12,"reign of Amenemhat I, early",,,,,,,,,,,,,,,ca. 1981–1975 B.C.,-1981,-1981,"Wood, gesso, paint, linen","l. 73 cm (28 3/4 in); w. 55 cm (21 5/8 in); h. 29 cm (11 7/16 in)
average height of figures: 21 cm (8 1/4 in.)","Rogers Fund and Edward S. Harkness Gift, 1920",From,,,,Egypt,"Upper Egypt, Thebes",Southern Asasif,"Tomb of Meketre (TT 280, MMA 1101)",serdab,"MMA excavations, 1920",,,,http://www.metmuseum.org/art/collection/search/544258,https://www.wikidata.org/wiki/Q116248147,,"Metropolitan Museum of Art, New York, NY",Men|Working|Meketre-Models,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300412186| ,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q6958747| 
17.190.394,False,False,True,464375,301,Medieval Art,1917,Plate,Plate with David Slaying a Lion,Byzantine,,,,,,,,,,,,,,,,,,629–630,629,630,Silver,"Overall: 5 1/2 x 15/16 in., 13.7oz. (13.9 x 2.4 cm, 389g)
foot: 2 9/16 x 3/8 in. (6.5 x 0.9 cm)","Gift of J. Pierpont Morgan, 1917",Made in,Constantinople,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/464375,https://www.wikidata.org/wiki/Q116272801,,"Metropolitan Museum of Art, New York, NY",David|Dishes,http://vocab.getty.edu/page/ia/901001014|http://vocab.getty.edu/page/aat/300404900,https://www.wikidata.org/wiki/Q41370|https://www.wikidata.org/wiki/Q57216
2015.230.2.1–.4,False,False,False,676858,,Drawings and Prints,2015,Prints,Jim Dine: Complete Graphics,,,,,,1618379493,Artist|Publisher, | ,Jim Dine|Galerie Mikro,"American, born Cincinnati, Ohio, 1935| ", | ,"Dine, Jim|Galerie Mikro",American | ,1935      |          ,9999      |          ,|,http://vocab.getty.edu/page/ulan/500028463|,https://www.wikidata.org/wiki/Q531234|,1970,1970,1970,"Catalogue bound with boards covered in handmade paper, in original slipcase with matching sleeve containing three loose colored images, 2 screenprints and a lithograph, each signed by Dine",8 1/2 × 8 1/2 in. (21.6 × 21.6 cm),"Gift of Andrea G. Stillman, 2015",,,,,,,,,,,,Prints,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/676858,,,"Metropolitan Museum of Art, New York, NY",,,
C.I.45.79.27,False,False,False,120808,,Costume Institute,1945,Chemisette,Chemisette,American or European,,,,,,,,,,,,,,,,,,1850–99,1850,1899,cotton,,"Gift of Estate of Mary Le Boutillier, 1945",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/120808,,,"Metropolitan Museum of Art, New York, NY",,,
1994.35.757,False,False,True,317590,,"Arts of Africa, Oceania, and the Americas",1994,Metate,Miniature Stone Metate,Mezcala,,,,,,,,,,,,,,,,,,1st–8th century,1,800,Stone,"H. 2 13/16 x W. 2 1/8 in. (7.1 x 5.4 cm)
","Bequest of Arthur M. Bullowa, 1993  ",,,,Guerrero,Mexico,Mesoamerica,,,,,Balsas River region,Stone-Implements,,http://www.metmuseum.org/art/collection/search/317590,,,"Metropolitan Museum of Art, New York, NY",,,
49.50.115,False,False,True,389372,,Drawings and Prints,1949,Drawing ; Ornament and architecture,Putti Supporting Coat of Arms above Archway,,,,,,7126,Artist, ,"Anonymous, Italian, 17th or 18th century", , ,"Anonymous, Italian, 17th or 18th century",Italian,1600      ,1799      ,,,,17th–18th century,1600,1799,"Pen and brown ink, brush and gray-brown wash, over traces of graphite underdrawing",sheet: 8 9/16 x 12 in. (21.8 x 30.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/389372,,,"Metropolitan Museum of Art, New York, NY",Ornament|Putti|Coat of Arms,http://vocab.getty.edu/page/aat/300164595|http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q335261|https://www.wikidata.org/wiki/Q284865|https://www.wikidata.org/wiki/Q14659
46.117.12,False,False,False,344519,,Drawings and Prints,1946,Book,"Aesop's Fables with His Life: In English, French and Latin",,,,,,69771745529634096342963449634,Author|Illustrator|Printer|Dedicatee|Translator|Author, | | | | |Verses by,"Aesop|Francis Barlow|H. Hills, Jr.|William Cavendish, 1st Duke of Devonshire|Thomas Philipott|Aphra Behn","Greek, ca. 620–560 BCE|British, Lincolnshire ca. 1626–1704 London|British, 17th century|British, 1641–1707 London|British, died 1682|British, Canterbury 1640–1689 London", | | | | | ,"Aesop|Barlow, Francis|Hills, H. Jr.|Cavendish William, 1st Duke of Devonshire|Philipott, Thomas|Behn, Aphra",Greek|British|British|British|British|British,-0620     |1626      |1600      |1641      |1582      |1635      ,-0560     |1704      |1700      |1707      |1682      |1689      ,|||||,(not assigned)|http://vocab.getty.edu/page/ulan/500030146||(not assigned)||(not assigned),https://www.wikidata.org/wiki/Q43423|https://www.wikidata.org/wiki/Q3081300||https://www.wikidata.org/wiki/Q2697139||https://www.wikidata.org/wiki/Q231886,1687,1687,1687,Illustrations: etching,12 1/4 x 8 1/8 x 1 5/16 in. (31.1 x 20.6 x 3.3 cm),"Gift of Estate of Marie L. Russell, 1946",,London,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/344519,,,"Metropolitan Museum of Art, New York, NY",,,
29.158.228,False,False,True,23263,,Arms and Armor,1929,Mitten gauntlet,Mitten Gauntlet,"Italian, Milan",,,,,18501,Armorer, ,Missaglia workshop,"Italian, Milan, recorded 1430–1529", ,Missaglia workshop,Italian,1430      ,1529      ,,,,late 15th century,1451,1500,Steel,L. 12 in. (30.48 cm),"Bashford Dean Memorial Collection, Funds from various donors, 1929",,Milan,,,,,,,,,,Armor Parts-Gauntlets,,http://www.metmuseum.org/art/collection/search/23263,,,"Metropolitan Museum of Art, New York, NY",,,
08.21.218,False,False,False,479978,,Modern and Contemporary Art,1908,Textile sample,Textile sample,,,,,,16998616550,Designer|Manufacturer, | ,Unknown Designer|J. Claude Frères & Co., | , | ,Unknown Designer|J. Claude Frères & Co., | ,          |          ,          |          ,|,http://vocab.getty.edu/page/ulan/500125274|,https://www.wikidata.org/wiki/Q24238356|,ca. 1900,1900,1900,Silk,4 1/2 × 7 3/4 in. (11.4 × 19.7 cm),"Rogers Fund, 1908",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/479978,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
51.501.3006,False,False,False,765377,,Drawings and Prints,1951,Print,"A bust portrait of Cardinal Jules Mazarin, flanked by two angels and two allegorical figures, the angel at right standing atop a man with snakes in his hair",,,,,,1623319481816411,Artist|Artist|Subject,After| | ,Giovanni Francesco Romanelli|Francois de Poilly|Cardinal Jules Mazarin,"Italian, Viterbo ca. 1610–1662 Viterbo|French, Abbeville 1623–1693 Paris|Italian, Piscina 1602–1661 Vincennes", | | ,"Romanelli, Giovanni Francesco|Poilly, Francois de|Mazarin, Cardinal Jules",Italian|French|Italian,1610      |1623      |1602      ,1662      |1693      |1661      ,||,http://vocab.getty.edu/page/ulan/500007779|http://vocab.getty.edu/page/ulan/500003534|http://vocab.getty.edu/page/ulan/500354043,https://www.wikidata.org/wiki/Q2983846|https://www.wikidata.org/wiki/Q658652|https://www.wikidata.org/wiki/Q166056,ca. 1640–93,1635,1697,Engraving,Sheet (Trimmed): 19 1/8 × 20 3/8 in. (48.5 × 51.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/765377,,,"Metropolitan Museum of Art, New York, NY",,,
2015.778.1,False,False,False,700095,,Photographs,2015,Photograph,Pelican on Sand,,,,,,1627215666,Artist|Printer, | ,Edward Weston|Cole Weston,"American, Highland Park, Illinois 1886–1958 Carmel, California|American, 1919–2003", | ,"Weston, Edward|Weston, Cole",American|American,1886      |1919      ,1958      |2003      ,|,http://vocab.getty.edu/page/ulan/500003372|(not assigned),https://www.wikidata.org/wiki/Q346988|https://www.wikidata.org/wiki/Q1108007,"1942, printed 1979",1942,1942,Gelatin silver print,"Image: 7 1/2 × 9 1/2 in. (19 × 24.1 cm)
Mount: 13 3/16 × 14 15/16 in. (33.5 × 38 cm)","Gift of Joyce F. Menschel, 2015",,,,,,,,,,,,Photographs,"© Center for Creative Photography, Arizona Board of Regents",http://www.metmuseum.org/art/collection/search/700095,,,"Metropolitan Museum of Art, New York, NY",Pelicans,http://vocab.getty.edu/page/aat/300250083,https://www.wikidata.org/wiki/Q19413
"09.70.34a, b",False,False,True,46200,,Asian Art,1909,Covered cup,,China,Qing dynasty (1644–1911),,,,,,,,,,,,,,,,,19th century,1800,1899,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),H. 5 3/8 in. (13.7 cm); Diam. 4 1/2 in. (11.4 cm),"Avery Fund, 1909",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/46200,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.204.91.47,False,False,False,426593,,Drawings and Prints,1963,Print,"Lillian Russell in Colors of the Seawanhaka Yacht Club, from the Yacht Colors of the World series (N91) for Duke brand cigarettes",,,,,,10567010599,Publisher|Lithographer,Issued by| ,"W. Duke, Sons & Co.|Knapp & Company","New York and Durham, N.C.|American, New York", | ,"Duke, W. Sons & Co.|Knapp & Company",American|American,1870      |          ,1920      |          ,|,(not assigned)|,https://www.wikidata.org/wiki/Q66734555|,1889,1889,1889,Commercial color lithograph,Sheet: 2 3/4 × 1 1/2 in. (7 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/426593,,,"Metropolitan Museum of Art, New York, NY",,,
1994.232.1,False,False,False,453353,,Islamic Art,1994,Illustrated manuscript,Laila and Majnun from a Khamsa (Quintet) of Nizami of Ganja,,,,,,13038813065,Calligrapher|Author, | ,Ja'far Baisunghuri|Nizami,"Iranian, active Herat, first half 15th century|present-day Azerbaijan, Ganja 1141–1209 Ganja", | ,Ja'far Baisunghuri|Nizami,Iranian| ,1400      |1141      ,1460      |1209      ,|,http://vocab.getty.edu/page/ulan/500116611|(not assigned),https://www.wikidata.org/wiki/Q6414838|https://www.wikidata.org/wiki/Q234908,dated A.H. 835/ 1431–32 CE,1406,1457,"Ink, opaque watercolor, and gold on paper; Mughal binding, probably of the 17th century, painted and lacquered","H. 12 5/16 in. (31.3 cm)
W. 9 in. (22.9 cm)","Purchase, Lila Acheson Wallace Gift, 1994",Made in,Herat,,,present-day Afghanistan,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453353,,,"Metropolitan Museum of Art, New York, NY",,,
1995.294,False,False,False,80875,,Costume Institute,1995,Evening dress,Evening dress,British,,,,,2057,Designer, ,Lucile,"British, 1863–1935", ,Lucile,British,1863      ,1935      ,Female,,,1910s,1910,1919,metallic thread,,"Purchase, New School for Social Research Fund, 1993",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/80875,,,"Metropolitan Museum of Art, New York, NY",,,
23.112.833,False,False,True,378909,,Drawings and Prints,1923,Drawing,"Design for Pony Phaeton, no. 3073",,,,,,16517,Manufacturer, ,Brewster & Co.,"American, New York", ,Brewster & Co.,American,          ,          ,,,,1874,1874,1874,"Pen and black ink, watercolor and gouache",Sheet: 7 1/8 x 9 7/8 in. (18.1 x 25.1 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/378909,,,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,https://www.wikidata.org/wiki/Q235356
