Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
16.67.3,False,False,True,446842,,Islamic Art,1916,Jar,Jar,,,,,,,,,,,,,,,,,,,12th century,1100,1199,Earthenware; unglazed,H. 7 in. (17.8 cm),"Rogers Fund, 1916",Excavated in,,,,Eastern Syria,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/446842,,,"Metropolitan Museum of Art, New York, NY",Jars,http://vocab.getty.edu/page/aat/300195347,https://www.wikidata.org/wiki/Q1207302
08.21.158,False,False,False,479911,,Modern and Contemporary Art,1908,Textile sample,Textile sample,,,,,,16550716998,Manufacturer|Designer, | ,J. Claude Frères & Co.|Unknown Designer, | , | ,J. Claude Frères & Co.|Unknown Designer, | ,          |          ,          |          ,|,|http://vocab.getty.edu/page/ulan/500125274,|https://www.wikidata.org/wiki/Q24238356,ca. 1900,1900,1900,Silk,4 7/8 × 9 1/8 in. (12.4 × 23.2 cm),"Rogers Fund, 1908",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/479911,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1979.10.4,False,False,True,337704,,Drawings and Prints,1979,Drawing,Design for a Medallion: Huntress Kneeling before an Armed Goddess,,,,,,16488,Artist, ,Eustache Le Sueur,"French, Paris 1616–1655 Paris", ,"Le Sueur, Eustache",French,1616      ,1655      ,,http://vocab.getty.edu/page/ulan/500002273,https://www.wikidata.org/wiki/Q1378723,17th century,1625,1655,"Black chalk, squared in black chalk; framing lines in brown ink",6 x 6 1/4 in.  (15.2 x 15.8 cm),"Harry G. Sperling Fund, 1979",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/337704,,,"Metropolitan Museum of Art, New York, NY",Medallions|Swords|Women|Goddess,http://vocab.getty.edu/page/aat/300077357|http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300343852,https://www.wikidata.org/wiki/Q115488|https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q205985
X.196,False,False,True,328746,,Ancient Near Eastern Art,,Relief,Stele fragment,Hittite,Neo-Hittite,,,,,,,,,,,,,,,,,ca. early 1st millennium BCE,-900,-800,Stone,10 3/4 × 12 × 9 in. (27.3 × 30.5 × 22.9 cm),Museum Accession,,,,,,Anatolia,probably from Marash,,,,,Stone-Reliefs-Inscribed,,http://www.metmuseum.org/art/collection/search/328746,,,"Metropolitan Museum of Art, New York, NY",,,
2018.294.78,False,False,True,20038,707,The American Wing,2018,Vase,Vase,American,,,,,7370226,Manufacturer|Artist, | ,Dedham Pottery|Hugh C. Robertson,1895–1943|1844–1908, | ,"Dedham Pottery|Robertson, Hugh C",American| ,1895      |1844      ,1943      |1908      ,|,(not assigned)|http://vocab.getty.edu/page/ulan/500122400,https://www.wikidata.org/wiki/Q5249776|https://www.wikidata.org/wiki/Q5930211,ca. 1896–1908,1893,1911,Stoneware,7 1/8 in. (18.1 cm),"Gift of Robert A. Ellison Jr., 2018",Made in,Dedham,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/20038,https://www.wikidata.org/wiki/Q116393799,,"Metropolitan Museum of Art, New York, NY",,,
1995.467.3,False,False,False,486643,,Modern and Contemporary Art,1995,Print,Black Monsoon,,,,,,1644379274610093,Artist|Printer|Publisher, | | ,"Howard Hodgkin|Solo Press, Inc., New York|Waddington Graphics","British, London 1932–2017 London| | ", | | ,"Hodgkin, Howard|Solo Press, Inc., New York|Waddington Graphics",British|American|British,1932      |          |          ,2017      |          |          ,||,http://vocab.getty.edu/page/ulan/500027570||,https://www.wikidata.org/wiki/Q950746||,1987–88,1987,1988,Lithograph with pochoir hand-coloring in gouache,42 1/4 × 53 1/8 in. (107.3 × 134.9 cm),"Gift of the artist, 1995",,,,,,,,,,,,Prints,© Estate of Howard Hodgkin,http://www.metmuseum.org/art/collection/search/486643,https://www.wikidata.org/wiki/Q20200585,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150
2018.294.141,False,False,False,20297,707,The American Wing,2018,Plate,Plate,American,,,,,746816432,Manufacturer|Decorator, | ,Hamilton Road Pottery|M. Louise McLaughlin,"1856–1882|American, Cincinnati, Ohio 1847–1939 Cincinnati, Ohio", | ,"Hamilton Road Pottery|McLaughlin, M. Louise", |American,1856      |1847      ,1856      |1939      ,|Female,|http://vocab.getty.edu/page/ulan/500332774,|https://www.wikidata.org/wiki/Q6780156,1880,1880,1880,Ironstone,9 1/4 in. (23.5 cm),"Gift of Robert A. Ellison Jr., 2018",Made in,Cincinnati,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/20297,https://www.wikidata.org/wiki/Q116393939,,"Metropolitan Museum of Art, New York, NY",,,
32.100.338c,False,False,True,197183,,European Sculpture and Decorative Arts,1932,Panel,Panel,French,,,,,,,,,,,,,,,,,,16th century,1500,1599,Carved walnut,15 1/2 × 12 1/2 in. (39.4 × 31.8 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Woodwork,,http://www.metmuseum.org/art/collection/search/197183,,,"Metropolitan Museum of Art, New York, NY",Faces|Women,http://vocab.getty.edu/page/aat/300251798|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q37017|https://www.wikidata.org/wiki/Q467
2011.604.3.2131,False,False,True,756276,,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",Archaic,,,,,,,,,,,,,,,,,early 5th century BCE,-600,-400,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/756276,,,"Metropolitan Museum of Art, New York, NY",,,
23.112.2783,False,False,False,813853,,Drawings and Prints,1923,Drawing,Vis-a-Vis Sleigh #3834,,,,,,16517,Manufacturer, ,Brewster & Co.,"American, New York", ,Brewster & Co.,American,          ,          ,,,,1883,1883,1883,Graphite on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 8 in. × 12 3/4 in. (20.3 × 32.4 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813853,,,"Metropolitan Museum of Art, New York, NY",,,
68.80.1,False,False,True,341318,,Drawings and Prints,1968,Drawing,Design for two spandrels with winged figures,,,,,,16170,Artist, ,François Boucher,"French, Paris 1703–1770 Paris", ,"Boucher, François",French,1703      ,1770      ,,http://vocab.getty.edu/page/ulan/500032143,https://www.wikidata.org/wiki/Q180932,18th century,1720,1770,Black and white chalk on blue paper,13 3/4 x 7 3/4 in.  (34.9 x 19.7 cm),"Rogers Fund, 1968",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/341318,,,"Metropolitan Museum of Art, New York, NY",Arches,http://vocab.getty.edu/page/aat/300001062,https://www.wikidata.org/wiki/Q12277
59.533.1088,False,False,True,742889,,Drawings and Prints,1959,Print,The Art of Ingeniously Tormenting,,,,,,89284773971650959826,Author|Publisher|Etcher|Artist, | | |After,Jane Collier|Thomas Tegg|Thomas Rowlandson|George Murgatroyd Woodward,"British, Steeple Langford 1714–1755 London|British, London 1776–1846 London|British, London 1757–1827 London|British, 1765–1809 London", | | | ,"Collier, Jane|Tegg, Thomas|Rowlandson, Thomas|Woodward, George Murgatroyd",British|British|British|British,1714      |1776      |1757      |1765      ,1755      |1846      |1827      |1809      ,Female|||,http://vocab.getty.edu/page/ulan/500524853|(not assigned)|http://vocab.getty.edu/page/ulan/500006930|http://vocab.getty.edu/page/ulan/500028564,|https://www.wikidata.org/wiki/Q7794394|https://www.wikidata.org/wiki/Q318584|https://www.wikidata.org/wiki/Q5542664,1808,1808,1808,Hand-colored etching,Sheet: 8 1/4 × 6 9/16 in. (21 × 16.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/742889,,,"Metropolitan Museum of Art, New York, NY",Satire|Men|Women,http://vocab.getty.edu/page/aat/300055934|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q128758|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
46.122.72,False,False,False,35220,,Arms and Armor,1946,Sword guard (Tsuba),Sword Guard (Tsuba),Japanese,,,,,,,,,,,,,,,,,,ca. 1615–1868,1590,1900,"Copper-silver alloy (shibuichi), gold, copper-gold alloy (shakudō), copper",H. 3 in. (7.6 cm); W. 2 3/4 in. (7 cm); thickness 3/16 in. (0.5 cm); Wt. 4.4 oz. (124.7 g),"Funds from various donors, 1946",,,,,,,,,,,,Sword Furniture-Tsuba,,http://www.metmuseum.org/art/collection/search/35220,,,"Metropolitan Museum of Art, New York, NY",Insects,http://vocab.getty.edu/page/aat/300310470,https://www.wikidata.org/wiki/Q1390
14.40.798,False,False,True,232022,,European Sculpture and Decorative Arts,1914,Chair,Chair (one of a set of six),British,,,,,,,,,,,,,,,,,,ca. 1695,1690,1700,"Walnut, caning; velvet not original to frame",Overall: 55 1/4 × 20 1/4 × 17 in. (140.3 × 51.4 × 43.2 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/232022,,,"Metropolitan Museum of Art, New York, NY",,,
48.187.239,False,False,True,200246,,European Sculpture and Decorative Arts,1948,Fork with knife handle,Fork with knife handle (one of six),"French, Paris",,,,,3428,Maker, ,Louis-Antoine Taillepied,"born ca. 1734, master 1760, active 1806 (?)", ,Taillepied Louis-Antoine, ,1734      ,1834      ,,http://vocab.getty.edu/page/ulan/500076358,,1778–79,1778,1779,Silver,Length: 5 5/8 in. (14.3 cm),"Bequest of Catherine D. Wentworth, 1948",,,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/200246,,,"Metropolitan Museum of Art, New York, NY",,,
17.194.2425,False,False,False,554450,117,Egyptian Art,1917,"Cowroid, private","Cowroid, private",,New Kingdom,Dynasty 18,,,,,,,,,,,,,,,,ca. 1550–1295 B.C.,-1550,-1295,Faience,,"Gift of J. Pierpont Morgan, 1917",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/554450,https://www.wikidata.org/wiki/Q116425602,,"Metropolitan Museum of Art, New York, NY",,,
17.10.164,False,False,False,563158,,Egyptian Art,1917,"Jar Label, wine",Jar label fragments,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1390,"Pottery and ink, paint",,"Rogers Fund, 1917",From,,,,Egypt,"Upper Egypt, Thebes",Malqata,House 1 W,,MMA excavations,,,,http://www.metmuseum.org/art/collection/search/563158,,,"Metropolitan Museum of Art, New York, NY",,,
29.18.1,False,False,False,394240,,Drawings and Prints,1929,Print,The Bath,,,,,,968791650969617,Artist|Artist|Publisher, |After|Published by,Barthélemy Joseph Fulcran Roger|Pierre Paul Prud'hon|Antoine Augustin Renouard,"French, Lodève 1767–1841 Saulx-lès-Chartreux|French, Cluny 1758–1823 Paris|French, 1765–1853", | | ,"Roger, Barthélemy Joseph Fulcran|Prud'hon, Pierre Paul|Renouard, Antoine Augustin",French|French|French,1767      |1758      |1765      ,1841      |1823      |1853      ,||,http://vocab.getty.edu/page/ulan/500524885|http://vocab.getty.edu/page/ulan/500003716|(not assigned),https://www.wikidata.org/wiki/Q18511837|https://www.wikidata.org/wiki/Q469056|https://www.wikidata.org/wiki/Q2853443,1800,1800,1800,Etching with stipple and line engraving; third state of three,"image: 4 x 2 1/2 in. (10.1 x 6.4 cm)
sheet: 12 1/8 x 8 3/8 in. (30.8 x 21.3 cm)","Harris Brisbane Dick Fund, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/394240,,,"Metropolitan Museum of Art, New York, NY",,,
2011.566.246,False,False,False,776898,,Drawings and Prints,2011,Baseball card,"Don Kaiser, Pitcher, Chicago Cubs, from the ""1957 Topps Regular Issue"" series (R414-12), issued by Topps Chewing Gum Company.",,,,,,16425,Publisher,Issued by,Topps Chewing Gum Company,"American, Brooklyn", ,Topps Chewing Gum Company,American,          ,          ,,,,1957,1957,1957,Commercial color lithograph,Sheet: 3 1/2 × 2 1/2 in. (8.9 × 6.3 cm),"Anonymous Gift, 2011",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/776898,,,"Metropolitan Museum of Art, New York, NY",,,
1970.565.503(10),False,False,False,365668,,Drawings and Prints,1970,Print,Anamorphic of a Dancing Lady,,,,,,927229272,Publisher|Lithographer,Published by|Lithographed by,Les Fils d'Emile Deyrolle|Walter Frères, | , | ,"Deyrolle, Les Fils d'Emile|Walter Frères",French|French,          |          ,          |          ,|,|,|,19th century,1800,1899,"Lithograph, hand-colored",sheet: 6 9/16 x 7 7/8 in. (16.6 x 20 cm),"Gift of Lincoln Kirstein, 1970",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/365668,,,"Metropolitan Museum of Art, New York, NY",,,
50.602.327,False,False,False,827058,,Drawings and Prints,1950,Cut paper; ephemera,Silhouette of an Englishman with a cane,,,,,,20853,Artist, ,Edward Haines,"British, Yeovil, ca. 1807–1866 Brighton", ,"Haines, Edward",British,1802      ,1866      ,,,,ca. 1850,1845,1855,Cut paper,Sheet: 10 13/16 × 5 1/2 in. (27.5 × 13.9 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,Cut Paper|Ephemera,,http://www.metmuseum.org/art/collection/search/827058,,,"Metropolitan Museum of Art, New York, NY",,,
49.97.10,False,False,True,342540,,Drawings and Prints,1949,Print,"The Pietà: the Virgin standing over the dead Christ, her hands outspread",,,,,,16228616229,Artist|Artist, |After,Marcantonio Raimondi|Raphael (Raffaello Sanzio or Santi),"Italian, Argini (?) ca. 1480–before 1534 Bologna (?)|Italian, Urbino 1483–1520 Rome", | ,"Raimondi, Marcantonio|Raphael (Raffaello Sanzio or Santi)",Italian|Italian,1475      |1483      ,1534      |1520      ,|,http://vocab.getty.edu/page/ulan/500030773|http://vocab.getty.edu/page/ulan/500023578,https://www.wikidata.org/wiki/Q728375|https://www.wikidata.org/wiki/Q5597,ca. 1515–17,1510,1521,Engraving,11 15/16 x 8 9/16 in.  (30.4 x 21.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/342540,,,"Metropolitan Museum of Art, New York, NY",Trees|Death|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300151836|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q4|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345
60.23.40,False,False,True,451536,,Islamic Art,1960,Fragment,Fragment,,,,,,,,,,,,,,,,,,,9th–10th century,800,999,Earthenware; painted decoration,,"Gift of Mr. and Mrs. Wendell M. Hastings, 1960",Found,Dhahran,,,Saudi Arabia,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/451536,,,"Metropolitan Museum of Art, New York, NY",,,
49.133.10,False,False,True,324094,,Ancient Near Eastern Art,1949,Cup,Cup,Ubaid,Ubaid,,,,,,,,,,,,,,,,,mid 6th–5th millennium BCE,-5500,-4000,Ceramic,3 1/2 × 4 5/16 × 4 5/16 in. (8.9 × 11 × 11 cm),"Rogers Fund, by exchange, 1949",,,,,,Mesopotamia,Eridu (modern Abu Shahrein),,,,,Ceramics-Vessels,,http://www.metmuseum.org/art/collection/search/324094,https://www.wikidata.org/wiki/Q116282366,,"Metropolitan Museum of Art, New York, NY",,,
29.100.1264,False,False,True,34673,,Arms and Armor,1929,Knife handle (Kozuka),Knife Handle (Kozuka),Japanese,,,,,,,,,,,,,,,,,,ca. 1615–1868,1590,1900,"Copper-silver alloy (shibuichi), gold, silver, iron",L. 3 13/16 in. (9.7 cm); W. 9/16 in. (1.4 cm); thickness 3/16 in. (0.5 cm); Wt. 1.1 oz. (31.2 g),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Sword Furniture-Kozuka,,http://www.metmuseum.org/art/collection/search/34673,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
2016.178.4,False,False,True,670807,,European Sculpture and Decorative Arts,2016,Jug,Jug,British,,,,,16184716435,Designer|Manufactory, | ,Christopher Dresser|Linthorpe Pottery Works,"British, Glasgow, Scotland 1834–1904 Mulhouse|British, 1879–1889", | ,"Dresser, Christopher|Linthorpe Pottery Works","British, Scottish|British",1834      |1879      ,1904      |1889      ,|,http://vocab.getty.edu/page/ulan/500042183|http://vocab.getty.edu/page/ulan/500331531,https://www.wikidata.org/wiki/Q1086650|https://www.wikidata.org/wiki/Q87097134,ca. 1879–89,1874,1894,Glazed earthenware,Overall (confirmed): 9 1/4 × 5 × 4 13/16 in. (23.5 × 12.7 × 12.2 cm),"Gift of Florence and Herbert Irving, 2016",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/670807,,,"Metropolitan Museum of Art, New York, NY",,,
2005.100.948.1 (19),False,False,True,287763,,Photographs,2005,Photograph,[View of Simla],,,,,,16998,Artist, ,Unknown, , ,Unknown, ,          ,          ,,http://vocab.getty.edu/page/ulan/500125274,https://www.wikidata.org/wiki/Q24238356,1850s,1850,1859,Albumen silver print,"Image: 18.4 x 24 cm (7 1/4 x 9 7/16 in.)
Mount: 27.5 x 23 cm (10 13/16 x 9 1/16 in.)
Print mounted vertically.","Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/287763,,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
74.51.1211,False,False,False,240798,,Greek and Roman Art,1874,Bottle,Bottle,Cypriot,Bronze Age,,,,,,,,,,,,,,,,,ca. 3200–1050 BCE,-3200,-1050,Terracotta,Other: 4 9/16 in. (11.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/240798,,,"Metropolitan Museum of Art, New York, NY",,,
2019.493,False,False,False,830964,,Photographs,2019,Photograph,"Lifting Engine ""Vibbard"" from Draw at Long Bridge, March 1864",,,,,,16534,Artist, ,Andrew Joseph Russell,"American, 1830–1902", ,"Russell, Andrew Joseph",American,1830      ,1902      ,,http://vocab.getty.edu/page/ulan/500028827,https://www.wikidata.org/wiki/Q4757433,March 1864,1864,1864,Albumen silver print from glass negative,"10 x 13 in. approx.; 
Mount: 16 x 20 in.","Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel, 2019",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/830964,,,"Metropolitan Museum of Art, New York, NY",,,
47.100.412,False,False,True,668755,,Drawings and Prints,1947,Print,"The head of Mary Magdalene looking down to the right, in an oval frame, after Reni",,,,,,1623016900,Artist|Artist,After|Engraved by,Guido Reni|Domenico Cunego,"Italian, Bologna 1575–1642 Bologna|Italian, Verona 1727–1803 Rome", | ,"Reni, Guido|Cunego, Domenico",Italian|Italian,1575      |1727      ,1642      |1803      ,|,http://vocab.getty.edu/page/ulan/500030334|http://vocab.getty.edu/page/ulan/500003166,https://www.wikidata.org/wiki/Q109061|https://www.wikidata.org/wiki/Q4247199,ca. 1745–1803,1740,1803,Engraving and etching,"Sheet: 15 5/8 × 12 1/16 in. (39.7 × 30.7 cm)
Plate: 9 5/16 × 6 7/8 in. (23.7 × 17.4 cm)","Harris Brisbane Dick Fund, 1947",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/668755,,,"Metropolitan Museum of Art, New York, NY",Portraits|Mary Magdalene,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/ia/901000161,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q63070
"1989.51.2a, b",False,False,False,500429,,Modern and Contemporary Art,1989,Cup and saucer,Cup and saucer,,,,,,14745516264914834,Designer|Designer|Manufacturer, | | ,Lella Vignelli|Massimo Vignelli|Heller Incorporated,"American (born Italy), Udine 1934–2016 New York|American, born Italy, Milan 1931–2014 New York| ", | | ,"Vignelli, Lella|Vignelli, Massimo|Heller Incorporated","American|American, born Italy| ",1934      |1931      |          ,2016      |2014      |          ,Female||,http://vocab.getty.edu/page/ulan/500082275|http://vocab.getty.edu/page/ulan/500078468|,https://www.wikidata.org/wiki/Q6520921|https://www.wikidata.org/wiki/Q2317903|,1970,1970,1970,Plastic,"Cup: 2 5/8 × Diam. 3 1/4 in. (6.7 × 8.3 cm)
Saucer: 3/8 × Diam. 5 3/4 in. (1 × 14.6 cm)","Gift of Lella and Massimo Vignelli, 1989",,,,,,,,,,,,Plastic,,http://www.metmuseum.org/art/collection/search/500429,,,"Metropolitan Museum of Art, New York, NY",,,
